Date & Time,Barometer - in Hg,Temp - °F,High Temp - °F,Low Temp - °F,Hum - %,Dew Point - °F,Wet Bulb - °F,Wind Speed - mph,Wind Direction,Wind Run - mi,High Wind Speed - mph,High Wind Direction,Wind Chill - °F,Heat Index - °F,THW Index - °F,THSW Index - °F,Rain - in,Rain Rate - in/h,Solar Rad - W/m^2,Solar Energy - Ly,High Solar Rad - W/m^2,ET - in,UV Index,UV Dose - MEDs,High UV Index,Heating Degree Days,Cooling Degree Days,2nd Temp - °F
4/3/22 19:30,29.82,40,41,40,87,37,38,2,WNW,1,7,W,40,40,40,37,0,0,1,0.04,7,0,0,0,0,0.517,0,41
4/3/22 20:00,29.83,40,40,40,87,37,38,2,WNW,1,8,WNW,40,40,40,37,0,0,0,0,0,0,0,0,0,0.517,0,41
4/3/22 20:30,29.85,40,40,40,88,37,39,2,NW,1,9,W,40,40,40,36,0,0,0,0,0,0,0,0,0,0.519,0,41
4/3/22 21:00,29.86,39,40,39,89,36,38,2,NNW,1,9,N,39,39,39,36,0.01,0,0,0,0,0,0,0,0,0.533,0,40
4/3/22 21:30,29.86,39,39,39,89,36,37,2,NW,1,8,NW,38,39,38,35,0,0,0,0,0,0,0,0,0,0.548,0,40
4/3/22 22:00,29.86,39,39,38,89,36,37,2,NW,1,7,WNW,38,38,38,35,0.01,0,0,0,0,0,0,0,0,0.55,0,40
4/3/22 22:30,29.86,38,39,38,89,36,37,1,NW,0.5,5,NW,38,38,38,35,0,0,0,0,0,0,0,0,0,0.552,0,39
4/3/22 23:00,29.87,38,38,38,89,35,37,2,NW,1,5,WNW,38,38,38,35,0,0,0,0,0,0,0,0,0,0.554,0,39
4/3/22 23:30,29.87,39,39,38,89,36,37,1,NW,0.5,5,WNW,39,38,38,35,0,0,0,0,0,0,0,0,0,0.55,0,39
4/4/22 0:00,29.87,39,39,39,89,36,37,1,NNW,0.5,4,NW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.548,0,39
4/4/22 0:30,29.87,39,39,39,90,36,37,1,NW,0.5,4,NNW,39,38,38,35,0,0,0,0,0,0,0,0,0,0.55,0,39
4/4/22 1:00,29.87,39,39,38,90,36,38,1,NW,0.5,6,NNW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.546,0,39
4/4/22 1:30,29.88,39,39,38,88,35,37,2,NNW,1,9,NW,38,38,38,35,0,0,0,0,0,0,0,0,0,0.55,0,39
4/4/22 2:00,29.89,38,39,38,84,34,36,4,NW,2,11,WNW,35,38,35,32,0,0,0,0,0,0,0,0,0,0.554,0,39
4/4/22 2:30,29.9,38,38,38,83,33,36,3,NW,1.5,11,W,36,38,36,32,0,0,0,0,0,0,0,0,0,0.565,0,39
4/4/22 3:00,29.9,38,38,38,81,32,35,5,NW,2.5,15,W,34,37,33,30,0,0,0,0,0,0,0,0,0,0.573,0,39
4/4/22 3:30,29.91,37,38,37,81,32,35,3,WNW,1.5,11,WNW,35,37,35,31,0,0,0,0,0,0,0,0,0,0.583,0,38
4/4/22 4:00,29.91,37,37,37,80,32,35,3,NW,1.5,12,W,35,37,35,31,0,0,0,0,0,0,0,0,0,0.581,0,38
4/4/22 4:30,29.92,37,37,37,80,31,34,3,NNW,1.5,10,NNW,35,37,35,31,0,0,0,0,0,0,0,0,0,0.585,0,38
4/4/22 5:00,29.93,37,37,37,80,31,34,2,N,1,8,WNW,36,36,36,32,0,0,0,0,0,0,0,0,0,0.59,0,37
4/4/22 5:30,29.94,37,37,37,78,31,34,3,NW,1.5,9,NNW,35,37,35,31,0,0,0,0,0,0,0,0,0,0.579,0,38
4/4/22 6:00,29.94,38,38,37,76,31,34,4,NW,2,13,NW,35,37,34,31,0,0,0,0,0,0,0,0,0,0.571,0,38
4/4/22 6:30,29.96,37,38,37,77,31,34,4,WNW,2,12,WNW,34,37,34,30,0,0,0,0,0,0,0,0,0,0.581,0,38
4/4/22 7:00,29.97,37,37,37,76,30,34,4,NW,2,13,W,34,37,34,31,0,0,12,0.52,23,0,0,0,0,0.579,0,38
4/4/22 7:30,29.99,38,38,37,75,31,34,3,NNW,1.5,13,NNE,36,37,35,33,0,0,45,1.94,70,0,0,0,0,0.567,0,38
4/4/22 8:00,29.99,39,39,38,74,31,35,2,N,1,8,N,38,38,38,40,0,0,102,4.39,234,0,0,0,1,0.55,0,39
4/4/22 8:30,29.98,41,41,39,69,31,36,3,N,1.5,12,N,39,40,38,46,0,0,302,12.99,385,0,1,0.2,1,0.508,0,42
4/4/22 9:00,29.99,41,41,40,68,31,36,5,N,2.5,15,N,37,40,37,44,0,0,297,12.78,489,0,1,0.2,2,0.508,0,41
4/4/22 9:30,29.99,42,42,41,63,31,36,7,N,3.5,20,NW,38,42,37,48,0,0,521,22.41,598,0,2,0.4,2,0.473,0,43
4/4/22 10:00,29.99,44,44,42,59,30,37,7,N,3.5,19,N,39,43,39,50,0,0,614,26.42,687,0.01,2,0.5,3,0.448,0,44
4/4/22 10:30,29.99,45,45,43,55,30,37,5,N,2.5,15,NW,43,44,42,54,0,0,686,29.51,740,0,3,0.6,3,0.412,0,46
4/4/22 11:00,30,46,46,45,50,28,36,6,N,3,17,N,42,44,41,53,0,0,743,31.97,828,0.01,3,0.7,4,0.406,0,47
4/4/22 11:30,30,48,48,46,47,28,37,7,N,3.5,18,N,44,46,43,56,0,0,844,36.31,868,0,4,0.9,4,0.36,0,48
4/4/22 12:00,30,48,48,48,46,28,37,9,N,4.5,22,NW,44,47,43,55,0,0,888,38.2,907,0.02,5,1,5,0.348,0,48
4/4/22 12:30,30.01,49,50,48,46,29,38,7,N,3.5,20,WNW,46,48,45,58,0,0,963,41.43,1092,0,5,1.1,5,0.327,0,49
4/4/22 13:00,30,50,51,49,42,28,38,6,N,3,18,N,48,49,46,59,0,0,960,41.3,1023,0.02,5,1.1,5,0.308,0,50
4/4/22 13:30,29.99,52,52,50,41,29,38,7,N,3.5,17,N,49,50,47,60,0,0,950,40.87,1030,0,5,1.1,5,0.277,0,51
4/4/22 14:00,29.98,51,53,51,42,29,38,6,N,3,17,WNW,49,50,48,61,0,0,915,39.36,928,0.02,5,1.1,5,0.283,0,51
4/4/22 14:30,29.98,52,53,51,41,29,39,6,N,3,18,N,50,50,48,61,0,0,874,37.6,914,0,5,1,5,0.265,0,51
4/4/22 15:00,29.97,53,53,52,38,28,38,7,N,3.5,23,N,51,51,49,62,0,0,851,36.61,926,0.02,4,0.9,4,0.248,0,52
4/4/22 15:30,29.97,54,54,52,39,29,39,6,N,3,16,NW,52,52,50,63,0,0,768,33.04,993,0,3,0.7,4,0.233,0,53
4/4/22 16:00,29.97,52,54,52,39,28,38,7,N,3.5,16,N,50,50,48,61,0,0,642,27.62,807,0.01,3,0.6,3,0.262,0,52
4/4/22 16:30,29.96,52,54,52,40,29,38,6,N,3,20,N,51,50,49,59,0,0,419,18.03,703,0,2,0.4,3,0.262,0,53
4/4/22 17:00,29.96,52,53,52,39,28,38,6,N,3,16,W,51,50,49,61,0,0,404,17.38,552,0.01,2,0.3,2,0.262,0,53
4/4/22 17:30,29.97,52,53,52,40,29,39,5,N,2.5,17,N,51,50,49,60,0,0,324,13.94,434,0,1,0.2,1,0.26,0,53
4/4/22 18:00,29.98,51,52,51,41,28,38,5,N,2.5,15,WSW,50,50,48,49,0,0,248,10.67,355,0.01,1,0.1,1,0.283,0,52
4/4/22 18:30,29.99,50,52,50,43,29,38,4,N,2,16,W,49,49,48,46,0,0,110,4.73,260,0,0,0,1,0.308,0,51
4/4/22 19:00,29.99,50,50,50,45,29,38,4,N,2,14,W,48,48,47,44,0,0,52,2.24,76,0,0,0,0,0.321,0,50
4/4/22 19:30,30,48,50,48,48,29,38,3,W,1.5,10,N,48,47,46,42,0,0,6,0.26,18,0,0,0,0,0.35,0,49
4/4/22 20:00,30.01,48,48,48,49,30,38,4,W,2,9,W,46,47,45,41,0,0,0,0,0,0,0,0,0,0.358,0,48
4/4/22 20:30,30.02,47,48,47,51,30,38,5,W,2.5,9,N,45,46,44,40,0,0,0,0,0,0,0,0,0,0.369,0,48
4/4/22 21:00,30.02,47,47,47,53,31,38,5,W,2.5,11,N,45,46,44,39,0,0,0,0,0,0,0,0,0,0.377,0,48
4/4/22 21:30,30.03,47,47,47,52,30,38,5,N,2.5,12,N,45,46,44,40,0,0,0,0,0,0,0,0,0,0.375,0,48
4/4/22 22:00,30.04,47,47,46,53,30,38,4,W,2,12,W,45,46,44,40,0,0,0,0,0,0,0,0,0,0.383,0,47
4/4/22 22:30,30.04,46,47,46,55,31,38,4,W,2,12,W,44,45,43,39,0,0,0,0,0,0,0,0,0,0.394,0,47
4/4/22 23:00,30.05,46,46,46,56,31,38,4,NW,2,11,NW,44,45,43,39,0,0,0,0,0,0,0,0,0,0.404,0,46
4/4/22 23:30,30.05,45,46,45,57,31,38,4,N,2,10,NW,43,44,42,38,0,0,0,0,0,0,0,0,0,0.415,0,46
4/5/22 0:00,30.05,44,45,44,60,31,37,4,W,2,12,WSW,42,43,41,37,0,0,0,0,0,0,0,0,0,0.438,0,45
4/5/22 0:30,30.06,43,44,43,62,31,37,2,W,1,9,WNW,43,42,42,38,0,0,0,0,0,0,0,0,0,0.465,0,44
4/5/22 1:00,30.07,42,43,42,65,31,36,2,WNW,1,9,WSW,42,41,41,37,0,0,0,0,0,0,0,0,0,0.483,0,42
4/5/22 1:30,30.07,42,42,42,66,31,37,2,N,1,8,WSW,42,41,41,37,0,0,0,0,0,0,0,0,0,0.483,0,43
4/5/22 2:00,30.08,41,42,41,67,31,36,2,W,1,8,W,41,40,40,36,0,0,0,0,0,0,0,0,0,0.498,0,42
4/5/22 2:30,30.09,40,41,40,70,31,36,1,NW,0.5,6,NE,40,39,39,35,0,0,0,0,0,0,0,0,0,0.521,0,40
4/5/22 3:00,30.08,40,40,40,70,31,35,1,NW,0.5,5,NNW,40,39,39,35,0,0,0,0,0,0,0,0,0,0.525,0,41
4/5/22 3:30,30.09,39,40,39,72,31,35,1,NNW,0.5,5,NNW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.537,0,39
4/5/22 4:00,30.09,39,40,39,72,31,35,1,NW,0.5,5,NW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.535,0,40
4/5/22 4:30,30.09,37,39,37,76,30,34,1,NE,0.5,5,NE,37,36,36,32,0,0,0,0,0,0,0,0,0,0.588,0,38
4/5/22 5:00,30.1,36,37,36,78,30,33,1,N,0.5,5,NE,36,36,36,32,0,0,0,0,0,0,0,0,0,0.598,0,37
4/5/22 5:30,30.11,35,36,35,80,29,32,1,N,0.5,4,NE,35,34,34,30,0,0,0,0,0,0,0,0,0,0.629,0,37
4/5/22 6:00,30.12,34,35,34,82,29,32,2,WNW,1,6,NNW,33,33,33,29,0,0,0,0,0,0,0,0,0,0.65,0,36
4/5/22 6:30,30.12,33,34,33,83,29,31,1,NE,0.5,4,NW,33,33,33,29,0,0,0,0,5,0,0,0,0,0.658,0,35
4/5/22 7:00,30.13,33,33,33,84,29,32,1,N,0.5,8,NW,33,33,33,29,0,0,15,0.65,26,0,0,0,0,0.658,0,35
4/5/22 7:30,30.15,35,35,33,82,30,33,2,WNW,1,8,NNW,34,35,34,31,0,0,54,2.32,81,0,0,0,0,0.629,0,36
4/5/22 8:00,30.15,37,37,35,80,31,34,2,NW,1,6,NNE,36,36,36,38,0,0,140,6.02,193,0,0,0.1,1,0.592,0,38
4/5/22 8:30,30.16,40,40,37,75,33,36,0,,0,2,N,40,40,40,45,0,0,235,10.11,290,0,1,0.2,1,0.521,0,42
4/5/22 9:00,30.15,42,42,40,70,33,38,2,N,1,4,N,42,42,42,51,0,0,385,16.56,520,0,1,0.3,2,0.469,0,43
4/5/22 9:30,30.15,46,46,42,63,34,40,1,ENE,0.5,4,S,46,46,46,55,0,0,446,19.19,571,0,2,0.4,2,0.39,0,47
4/5/22 10:00,30.15,49,49,46,57,34,41,1,N,0.5,4,NE,49,48,48,59,0,0,566,24.35,643,0.01,2,0.5,3,0.335,0,49
4/5/22 10:30,30.13,50,52,49,51,33,40,2,E,1,7,ESE,50,49,49,59,0,0,513,22.07,791,0,3,0.6,3,0.306,0,50
4/5/22 11:00,30.12,53,53,50,45,32,40,3,N,1.5,8,SSE,53,51,51,60,0,0,621,26.72,747,0.01,3,0.7,4,0.256,0,54
4/5/22 11:30,30.11,54,55,52,42,32,41,2,N,1,6,ESE,54,52,52,61,0,0,647,27.84,719,0,4,0.8,4,0.225,0,54
4/5/22 12:00,30.1,55,56,54,41,32,41,3,N,1.5,13,S,55,53,53,63,0,0,699,30.07,889,0.01,4,0.9,5,0.202,0,55
4/5/22 12:30,30.09,58,58,55,39,33,42,4,N,2,12,SE,58,55,55,68,0,0,902,38.81,1048,0,5,1.1,6,0.152,0,57
4/5/22 13:00,30.09,58,59,57,38,32,42,4,SE,2,12,SSE,58,55,55,68,0,0,914,39.32,1078,0.02,5,1.1,6,0.152,0,57
4/5/22 13:30,30.07,60,60,57,40,35,44,3,ESE,1.5,10,E,60,57,57,70,0,0,839,36.1,1078,0,5,1.1,6,0.108,0,57
4/5/22 14:00,30.07,59,61,58,37,32,42,4,S,2,15,SE,59,56,56,65,0,0,482,20.74,652,0.02,4,0.8,6,0.131,0,59
4/5/22 14:30,30.06,59,59,58,36,32,42,3,N,1.5,9,SE,59,56,56,61,0,0,292,12.56,404,0,2,0.5,3,0.125,0,59
4/5/22 15:00,30.05,59,61,59,38,34,43,3,N,1.5,9,ESE,59,56,56,63,0,0,321,13.81,1109,0.01,3,0.6,5,0.121,0,59
4/5/22 15:30,30.04,59,60,59,38,33,42,3,N,1.5,9,SSE,59,56,56,59,0,0,179,7.7,260,0,2,0.4,2,0.133,0,59
4/5/22 16:00,30.03,59,59,58,40,34,43,2,N,1,9,SSE,59,56,56,58,0,0,112,4.82,142,0,1,0.3,2,0.131,0,59
4/5/22 16:30,30.04,59,59,59,40,35,43,4,S,2,14,SSE,59,56,56,59,0,0,129,5.55,149,0,1,0.2,1,0.129,0,59
4/5/22 17:00,30.05,58,59,58,41,35,43,6,S,3,13,S,58,56,55,57,0,0,101,4.35,109,0,1,0.2,1,0.14,0,59
4/5/22 17:30,30.05,58,58,58,42,35,43,7,S,3.5,17,S,57,55,54,56,0,0,103,4.43,121,0,1,0.2,1,0.148,0,58
4/5/22 18:00,30.04,58,58,58,42,35,44,7,S,3.5,18,S,57,56,54,56,0,0,236,10.15,306,0.01,1,0.1,1,0.146,0,58
4/5/22 18:30,30.03,57,58,57,43,34,43,9,N,4.5,20,N,54,54,51,51,0,0,156,6.71,218,0,0,0,1,0.175,0,57
4/5/22 19:00,30.05,55,57,55,44,33,42,7,S,3.5,16,SSE,53,53,51,48,0,0,41,1.76,97,0.01,0,0,0,0.213,0,55
4/5/22 19:30,30.05,53,55,53,46,33,41,5,S,2.5,14,SE,52,51,50,46,0,0,6,0.26,16,0,0,0,0,0.248,0,54
4/5/22 20:00,30.07,52,53,52,48,33,41,5,S,2.5,13,SSE,50,50,49,45,0,0,0,0,0,0,0,0,0,0.279,0,52
4/5/22 20:30,30.07,50,52,50,49,32,40,6,S,3,12,SSE,48,49,47,43,0,0,0,0,0,0,0,0,0,0.302,0,51
4/5/22 21:00,30.08,49,50,49,50,32,39,4,S,2,9,SE,48,48,47,43,0,0,0,0,0,0,0,0,0,0.325,0,50
4/5/22 21:30,30.08,48,49,48,52,32,39,3,S,1.5,7,S,48,47,47,43,0,0,0,0,0,0,0,0,0,0.344,0,49
4/5/22 22:00,30.07,48,48,48,54,32,39,2,S,1,6,SSE,48,47,47,43,0,0,0,0,0,0,0,0,0,0.36,0,48
4/5/22 22:30,30.07,47,48,47,56,32,39,2,S,1,5,S,47,46,46,42,0,0,0,0,0,0,0,0,0,0.375,0,47
4/5/22 23:00,30.08,45,47,45,60,32,38,1,S,0.5,4,S,45,44,44,41,0,0,0,0,0,0,0,0,0,0.41,0,46
4/5/22 23:30,30.08,44,46,44,62,32,38,0,,0,1,S,44,44,44,40,0,0,0,0,0,0,0,0,0,0.427,0,45
4/6/22 0:00,30.07,43,45,43,67,33,38,0,,0,1,S,43,43,43,39,0,0,0,0,0,0,0,0,0,0.452,0,44
4/6/22 0:30,30.07,42,43,42,71,33,38,0,,0,1,S,42,42,42,38,0,0,0,0,0,0,0,0,0,0.475,0,43
4/6/22 1:00,30.06,42,42,41,73,33,38,0,,0,2,S,42,41,41,37,0,0,0,0,0,0,0,0,0,0.49,0,42
4/6/22 1:30,30.05,42,42,42,72,34,38,0,,0,2,S,42,41,41,38,0,0,0,0,0,0,0,0,0,0.479,0,43
4/6/22 2:00,30.05,42,42,41,73,34,38,0,,0,2,S,42,41,41,38,0,0,0,0,0,0,0,0,0,0.481,0,42
4/6/22 2:30,30.04,42,43,42,71,34,38,1,S,0.5,3,N,42,42,42,38,0,0,0,0,0,0,0,0,0,0.469,0,43
4/6/22 3:00,30.01,43,43,42,70,34,38,1,SW,0.5,4,W,43,42,42,39,0,0,0,0,0,0,0,0,0,0.458,0,43
4/6/22 3:30,30,43,43,43,70,34,39,1,W,0.5,2,W,43,43,43,39,0,0,0,0,0,0,0,0,0,0.45,0,44
4/6/22 4:00,29.99,44,44,43,68,34,39,1,W,0.5,3,W,44,43,43,40,0,0,0,0,0,0,0,0,0,0.44,0,44
4/6/22 4:30,29.99,44,44,44,66,34,39,1,NW,0.5,2,NW,44,44,44,40,0,0,0,0,0,0,0,0,0,0.431,0,44
4/6/22 5:00,29.99,44,44,44,67,34,39,1,NW,0.5,3,NW,44,44,44,40,0,0,0,0,0,0,0,0,0,0.431,0,45
4/6/22 5:30,30,44,44,44,70,34,39,1,NNW,0.5,4,NW,44,43,43,39,0,0,0,0,0,0,0,0,0,0.448,0,44
4/6/22 6:00,29.99,42,44,42,78,36,39,1,NNW,0.5,3,NNW,42,42,42,38,0.01,0,0,0,0,0,0,0,0,0.473,0,43
4/6/22 6:30,29.99,41,42,41,83,36,39,1,NNW,0.5,2,N,41,41,41,37,0.02,0.05,0,0,0,0,0,0,0,0.496,0,42
4/6/22 7:00,29.99,40,41,40,87,37,39,1,NNW,0.5,4,NW,40,40,40,37,0.03,0.06,0,0,0,0,0,0,0,0.512,0,41
4/6/22 7:30,29.99,41,41,40,87,37,39,1,NW,0.5,3,NW,41,41,41,37,0.04,0.08,5,0.22,9,0,0,0,0,0.504,0,41
4/6/22 8:00,29.99,41,41,40,89,38,39,1,NW,0.5,6,NE,41,40,40,38,0.03,0.08,11,0.47,14,0,0,0,0,0.508,0,41
4/6/22 8:30,29.99,41,41,40,89,38,39,3,NNW,1.5,11,NNW,39,40,39,37,0.04,0.14,19,0.82,21,0,0,0,0,0.508,0,41
4/6/22 9:00,29.99,41,41,40,89,38,40,3,NNW,1.5,11,NNW,40,41,39,38,0.02,0.08,24,1.03,30,0,0,0,0,0.498,0,42
4/6/22 9:30,29.99,42,42,41,89,39,40,3,NNW,1.5,11,NW,40,42,40,39,0.02,0.05,29,1.25,37,0,0,0,0,0.485,0,42
4/6/22 10:00,29.99,43,43,42,85,38,40,3,NE,1.5,12,N,41,42,41,40,0,0,46,1.98,63,0,0,0,0,0.467,0,43
4/6/22 10:30,29.99,44,44,43,85,39,41,2,ENE,1,9,NE,44,43,43,43,0,0,73,3.14,81,0,0,0.1,1,0.448,0,44
4/6/22 11:00,30,44,44,43,83,39,42,2,NE,1,10,NW,44,44,44,44,0,0,77,3.31,90,0,1,0.1,1,0.433,0,44
4/6/22 11:30,29.98,45,45,44,82,40,42,3,NE,1.5,9,NNE,44,45,44,45,0,0,114,4.9,155,0,1,0.2,1,0.419,0,45
4/6/22 12:00,29.97,46,46,45,80,40,43,3,NE,1.5,11,N,45,46,45,46,0,0,135,5.81,162,0,1,0.2,1,0.394,0,46
4/6/22 12:30,29.96,47,47,46,81,41,44,4,ENE,2,11,ENE,45,47,45,46,0.01,0,133,5.72,171,0,1,0.2,1,0.381,0,47
4/6/22 13:00,29.95,48,48,46,82,42,45,4,ENE,2,10,NE,46,48,46,49,0,0,177,7.61,202,0,1,0.3,2,0.36,0,48
4/6/22 13:30,29.95,49,49,48,82,43,46,4,ENE,2,12,NE,47,49,47,48,0,0,125,5.38,185,0,1,0.2,1,0.342,0,49
4/6/22 14:00,29.95,49,49,49,82,43,46,6,ENE,3,17,NE,46,49,46,46,0,0,93,4,116,0,1,0.1,1,0.342,0,49
4/6/22 14:30,29.95,49,49,48,83,44,46,4,ENE,2,12,NE,47,49,47,48,0,0,100,4.3,130,0,1,0.1,1,0.342,0,49
4/6/22 15:00,29.96,48,49,48,84,44,46,5,ENE,2.5,12,E,46,48,46,47,0,0,91,3.91,130,0,1,0.1,1,0.346,0,49
4/6/22 15:30,29.98,47,48,47,90,45,46,4,ENE,2,10,N,46,48,46,47,0,0,104,4.47,120,0,1,0.1,1,0.367,0,48
4/6/22 16:00,29.99,47,48,47,91,45,46,3,NE,1.5,9,NE,47,47,47,48,0.01,0,88,3.79,98,0,1,0.1,1,0.371,0,47
4/6/22 16:30,29.98,47,47,47,91,44,46,4,ENE,2,10,E,45,47,46,47,0,0,99,4.26,109,0,1,0.1,1,0.377,0,47
4/6/22 17:00,29.98,47,47,47,91,44,45,4,NE,2,11,NE,45,47,45,46,0,0,56,2.41,79,0,0,0,0,0.381,0,47
4/6/22 17:30,29.97,47,47,46,91,44,45,3,N,1.5,8,N,46,47,46,46,0,0,36,1.55,51,0,0,0,0,0.383,0,47
4/6/22 18:00,29.98,47,47,46,90,44,45,2,N,1,5,N,47,47,47,45,0,0,36,1.55,44,0,0,0,0,0.383,0,47
4/6/22 18:30,29.98,47,47,47,89,44,45,2,N,1,6,N,47,47,47,45,0,0,21,0.9,28,0,0,0,0,0.377,0,47
4/6/22 19:00,29.98,47,47,47,89,44,45,1,NE,0.5,5,NE,47,47,47,45,0,0,6,0.26,12,0,0,0,0,0.373,0,47
4/6/22 19:30,29.98,47,47,47,88,43,45,2,NE,1,4,NE,47,47,47,44,0,0,0,0,0,0,0,0,0,0.381,0,47
4/6/22 20:00,29.99,47,47,46,88,43,45,1,N,0.5,4,NE,47,47,47,44,0,0,0,0,0,0,0,0,0,0.379,0,47
4/6/22 20:30,30,47,47,46,88,43,45,1,NNE,0.5,4,NNW,47,47,47,44,0,0,0,0,0,0,0,0,0,0.383,0,47
4/6/22 21:00,30.01,47,47,47,87,43,45,1,N,0.5,3,NNE,47,47,47,44,0,0,0,0,0,0,0,0,0,0.375,0,47
4/6/22 21:30,30.02,47,47,47,86,43,45,0,,0,2,N,47,47,47,44,0,0,0,0,0,0,0,0,0,0.371,0,47
4/6/22 22:00,30.02,46,47,46,89,43,44,0,,0,3,N,46,46,46,43,0,0,0,0,0,0,0,0,0,0.396,0,47
4/6/22 22:30,30.02,46,47,46,88,43,44,0,,0,2,N,46,46,46,43,0,0,0,0,0,0,0,0,0,0.39,0,47
4/6/22 23:00,30.02,46,46,46,90,43,44,0,,0,2,N,46,46,46,43,0,0,0,0,0,0,0,0,0,0.398,0,47
4/6/22 23:30,30.02,45,46,45,91,43,44,0,,0,3,N,45,45,45,42,0,0,0,0,0,0,0,0,0,0.412,0,47
4/7/22 0:00,30.01,46,46,45,91,43,44,1,N,0.5,4,N,46,46,46,43,0,0,0,0,0,0,0,0,0,0.404,0,46
4/7/22 0:30,30.01,46,46,45,91,43,44,0,,0,2,N,46,46,46,43,0,0,0,0,0,0,0,0,0,0.404,0,46
4/7/22 1:00,30.01,45,46,45,91,43,44,1,N,0.5,3,N,45,45,45,42,0,0,0,0,0,0,0,0,0,0.412,0,46
4/7/22 1:30,30.02,45,46,45,90,42,44,0,,0,2,N,45,45,45,42,0,0,0,0,0,0,0,0,0,0.415,0,46
4/7/22 2:00,30.02,45,46,45,88,42,44,0,,0,1,N,45,45,45,43,0,0,0,0,0,0,0,0,0,0.408,0,46
4/7/22 2:30,30.02,45,46,45,85,41,43,0,,0,3,N,45,45,45,42,0,0,0,0,0,0,0,0,0,0.408,0,46
4/7/22 3:00,30.02,45,46,45,81,40,42,1,N,0.5,4,N,45,45,45,42,0,0,0,0,0,0,0,0,0,0.41,0,45
4/7/22 3:30,30.01,45,45,45,80,39,42,0,,0,3,N,45,45,45,42,0,0,0,0,0,0,0,0,0,0.415,0,45
4/7/22 4:00,30.02,44,45,44,86,40,42,0,,0,2,N,44,44,44,41,0,0,0,0,0,0,0,0,0,0.438,0,45
4/7/22 4:30,30.02,44,44,44,85,40,42,0,,0,2,N,44,44,44,41,0,0,0,0,0,0,0,0,0,0.435,0,45
4/7/22 5:00,30.01,44,45,44,86,41,42,1,N,0.5,3,SE,44,44,44,41,0,0,0,0,0,0,0,0,0,0.427,0,45
4/7/22 5:30,30.01,43,44,43,85,39,41,2,N,1,6,N,43,43,43,40,0.02,0.06,0,0,0,0,0,0,0,0.452,0,44
4/7/22 6:00,30,43,43,43,87,39,41,1,N,0.5,4,N,43,43,43,39,0,0,0,0,0,0,0,0,0,0.467,0,44
4/7/22 6:30,30,43,43,42,87,39,41,1,N,0.5,3,N,43,43,43,40,0,0,0,0,0,0,0,0,0,0.458,0,44
4/7/22 7:00,30,43,43,43,86,39,41,0,,0,2,ESE,43,43,43,40,0,0,4,0.17,9,0,0,0,0,0.454,0,44
4/7/22 7:30,30,44,44,43,85,39,41,1,E,0.5,2,E,44,43,43,41,0,0,15,0.65,25,0,0,0,0,0.448,0,43
4/7/22 8:00,30,44,44,43,84,39,41,1,ESE,0.5,6,E,44,44,44,43,0,0,47,2.02,54,0,0,0,0,0.444,0,44
4/7/22 8:30,30.01,44,44,44,84,39,42,2,E,1,4,N,44,44,44,43,0,0,45,1.94,53,0,0,0,0,0.44,0,44
4/7/22 9:00,30,44,45,44,83,40,42,2,E,1,8,ESE,44,44,44,45,0,0,68,2.93,111,0,0,0,0,0.427,0,44
4/7/22 9:30,29.99,46,46,44,83,41,43,3,ESE,1.5,8,ESE,45,45,44,47,0,0,131,5.64,243,0,1,0.1,1,0.406,0,45
4/7/22 10:00,29.98,47,47,46,81,41,44,4,ESE,2,9,SE,45,47,45,50,0,0,232,9.98,373,0,1,0.3,2,0.379,0,47
4/7/22 10:30,29.99,48,48,47,78,42,45,3,E,1.5,10,E,48,48,48,50,0,0,164,7.06,186,0,1,0.2,1,0.344,0,48
4/7/22 11:00,29.98,50,50,48,75,42,46,2,E,1,8,E,50,50,50,53,0,0,187,8.05,234,0,1,0.3,2,0.312,0,50
4/7/22 11:30,29.97,51,52,50,68,41,45,3,ESE,1.5,11,ESE,51,51,50,52,0,0,149,6.41,244,0,1,0.2,2,0.285,0,51
4/7/22 12:00,29.96,52,52,51,68,42,46,3,SE,1.5,16,SSE,52,51,51,52,0,0,125,5.38,163,0,1,0.2,1,0.275,0,52
4/7/22 12:30,29.96,52,52,52,69,42,46,4,SSE,2,14,SSE,51,51,50,51,0,0,109,4.69,153,0,1,0.2,1,0.279,0,52
4/7/22 13:00,29.95,52,52,52,69,42,46,5,SSE,2.5,13,SSE,50,51,50,50,0,0,96,4.13,109,0,1,0.1,1,0.277,0,52
4/7/22 13:30,29.95,52,52,52,68,41,46,4,SSE,2,13,SSE,51,51,50,51,0,0,101,4.35,114,0,1,0.2,1,0.277,0,52
4/7/22 14:00,29.94,52,52,52,68,42,46,3,SSE,1.5,11,SSE,52,51,51,51,0,0,93,4,104,0,1,0.1,1,0.275,0,52
4/7/22 14:30,29.93,52,52,52,68,42,46,3,SSE,1.5,10,S,52,51,51,51,0,0,81,3.48,97,0,1,0.1,1,0.269,0,52
4/7/22 15:00,29.91,52,52,52,68,42,46,4,SE,2,11,SSE,51,51,51,51,0,0,78,3.36,98,0,1,0.1,1,0.267,0,52
