Date & Time,Barometer - in Hg,Temp - °F,High Temp - °F,Low Temp - °F,Hum - %,Dew Point - °F,Wet Bulb - °F,Wind Speed - mph,Wind Direction,Wind Run - mi,High Wind Speed - mph,High Wind Direction,Wind Chill - °F,Heat Index - °F,THW Index - °F,THSW Index - °F,Rain - in,Rain Rate - in/h,Solar Rad - W/m^2,Solar Energy - Ly,High Solar Rad - W/m^2,ET - in,UV Index,UV Dose - MEDs,High UV Index,Heating Degree Days,Cooling Degree Days,2nd Temp - °F
4/11/22 10:30,30.16,50,50,48,43,28,38,4,NNW,2,11,NE,49,49,47,59,0,0,721,31.02,758,0,4,0.8,4,0.312,0,51
4/11/22 11:00,30.15,52,52,50,41,29,39,3,NW,1.5,11,WNW,52,50,50,62,0,0,790,33.99,821,0.01,4,0.9,5,0.265,0,52
4/11/22 11:30,30.14,53,54,51,38,28,39,2,SW,1,9,N,53,51,51,63,0,0,852,36.65,879,0,5,1.1,6,0.242,0,54
4/11/22 12:00,30.14,56,56,53,36,29,39,3,ENE,1.5,9,NNE,56,53,53,66,0,0,901,38.76,919,0.02,6,1.2,6,0.196,0,54
4/11/22 12:30,30.14,57,58,55,34,29,40,2,SW,1,8,N,57,54,54,67,0,0,931,40.05,940,0,6,1.3,6,0.158,0,57
4/11/22 13:00,30.12,60,60,57,34,31,41,3,SE,1.5,8,SE,60,56,56,69,0,0,952,40.96,958,0.02,7,1.4,7,0.115,0,58
4/11/22 13:30,30.12,60,62,58,31,29,40,2,ESE,1,8,ESE,60,57,57,70,0,0,948,40.78,960,0,7,1.4,7,0.104,0,58
4/11/22 14:00,30.1,61,62,60,31,30,41,2,NE,1,8,ENE,61,58,58,71,0,0,933,40.14,956,0.02,6,1.4,6,0.075,0,60
4/11/22 14:30,30.1,62,63,62,31,31,42,3,ENE,1.5,9,ENE,62,59,59,72,0,0,899,38.68,960,0,6,1.2,6,0.056,0,61
4/11/22 15:00,30.08,62,64,62,27,28,40,4,W,2,11,N,62,58,58,69,0,0,682,29.34,853,0.02,4,0.9,5,0.058,0,63
4/11/22 15:30,30.06,63,63,62,25,27,39,6,S,3,14,SE,63,59,59,72,0,0,755,32.48,911,0,4,0.9,5,0.044,0,64
4/11/22 16:00,30.04,62,63,61,27,28,40,6,S,3,16,S,62,58,58,68,0,0,468,20.13,654,0.02,3,0.6,4,0.052,0,63
4/11/22 16:30,30.03,64,64,62,24,27,39,3,SSE,1.5,12,SSE,64,60,60,73,0,0,590,25.38,698,0,3,0.6,3,0.012,0,64
4/11/22 17:00,30.03,64,64,64,24,26,39,5,S,2.5,11,S,64,59,59,72,0,0,502,21.6,631,0.01,2,0.4,3,0.023,0,64
4/11/22 17:30,30.04,64,64,64,24,26,39,6,S,3,14,S,64,59,59,72,0,0,438,18.84,512,0,2,0.3,2,0.025,0,63
4/11/22 18:00,30.03,63,64,63,26,27,39,5,S,2.5,12,SSW,63,59,59,61,0,0,276,11.87,374,0.01,1,0.2,1,0.044,0,63
4/11/22 18:30,30.04,62,63,62,26,27,39,6,S,3,18,S,62,58,58,58,0,0,198,8.52,253,0,0,0.1,1,0.056,0,62
4/11/22 19:00,30.04,61,62,61,28,27,39,6,S,3,13,SSE,60,57,57,54,0,0,70,3.01,132,0.01,0,0,0,0.09,0,61
4/11/22 19:30,30.05,59,61,59,31,28,39,5,SSE,2.5,12,SSE,58,55,55,51,0,0,14,0.6,30,0,0,0,0,0.131,0,59
4/11/22 20:00,30.05,56,59,56,38,31,40,5,SSE,2.5,11,SSE,55,53,53,49,0,0,0,0,0,0,0,0,0,0.192,0,56
4/11/22 20:30,30.06,54,56,54,40,31,40,3,S,1.5,8,SSE,54,52,52,48,0,0,0,0,0,0,0,0,0,0.221,0,55
4/11/22 21:00,30.07,54,54,54,41,30,40,3,S,1.5,7,S,54,51,51,47,0,0,0,0,0,0,0,0,0,0.24,0,54
4/11/22 21:30,30.07,53,54,53,42,31,40,2,S,1,6,SSE,53,51,51,47,0,0,0,0,0,0,0,0,0,0.244,0,54
4/11/22 22:00,30.07,53,53,53,42,30,40,3,SSE,1.5,9,SE,53,51,51,47,0,0,0,0,0,0,0,0,0,0.254,0,53
4/11/22 22:30,30.06,52,53,52,45,32,40,4,SSE,2,11,SSE,52,51,50,46,0,0,0,0,0,0,0,0,0,0.26,0,53
4/11/22 23:00,30.06,52,52,52,49,33,41,5,SSE,2.5,13,SSE,50,50,49,45,0,0,0,0,0,0,0,0,0,0.275,0,52
4/11/22 23:30,30.06,51,52,51,52,34,42,4,SSE,2,11,SE,50,50,49,45,0,0,0,0,0,0,0,0,0,0.283,0,52
4/12/22 0:00,30.06,51,52,51,54,35,42,3,SSE,1.5,7,SSE,51,50,50,46,0,0,0,0,0,0,0,0,0,0.292,0,52
4/12/22 0:30,30.05,51,51,51,56,36,42,2,S,1,7,S,51,50,50,46,0,0,0,0,0,0,0,0,0,0.296,0,51
4/12/22 1:00,30.05,50,51,50,60,37,43,1,SSE,0.5,5,SSE,50,49,49,46,0,0,0,0,0,0,0,0,0,0.308,0,51
4/12/22 1:30,30.03,49,50,49,64,38,43,2,SSE,1,6,SSE,49,49,49,45,0,0,0,0,0,0,0,0,0,0.325,0,50
4/12/22 2:00,30.03,49,49,49,67,38,43,1,S,0.5,7,S,49,48,48,45,0,0,0,0,0,0,0,0,0,0.338,0,49
4/12/22 2:30,30.02,48,49,48,71,39,43,3,S,1.5,8,SE,47,47,47,43,0,0,0,0,0,0,0,0,0,0.358,0,49
4/12/22 3:00,30.01,48,48,48,72,39,43,3,SSE,1.5,7,SSE,47,47,47,43,0,0,0,0,0,0,0,0,0,0.36,0,48
4/12/22 3:30,30,48,48,48,72,39,43,2,SSE,1,6,SSE,48,47,47,44,0,0,0,0,0,0,0,0,0,0.358,0,48
4/12/22 4:00,29.99,48,48,47,73,39,43,2,S,1,8,SE,48,47,47,43,0,0,0,0,0,0,0,0,0,0.365,0,48
4/12/22 4:30,29.98,47,48,47,73,39,43,3,SSE,1.5,8,SSE,47,47,46,43,0,0,0,0,0,0,0,0,0,0.367,0,48
4/12/22 5:00,29.98,47,48,47,74,40,43,1,S,0.5,5,SSE,47,47,47,43,0,0,0,0,0,0,0,0,0,0.367,0,48
4/12/22 5:30,29.98,48,48,47,74,40,43,0,,0,2,S,48,47,47,44,0,0,0,0,0,0,0,0,0,0.363,0,48
4/12/22 6:00,29.98,48,48,47,75,40,43,0,,0,2,S,48,47,47,44,0,0,0,0,0,0,0,0,0,0.365,0,48
4/12/22 6:30,29.98,48,48,47,76,40,44,0,,0,2,SSW,48,47,47,44,0,0,0,0,0,0,0,0,0,0.363,0,48
4/12/22 7:00,29.98,48,48,47,77,41,44,0,,0,1,SW,48,48,48,44,0,0,8,0.34,19,0,0,0,0,0.354,0,48
4/12/22 7:30,29.98,48,48,48,76,41,44,0,,0,3,WSW,48,48,48,45,0,0,23,0.99,32,0,0,0,0,0.348,0,48
4/12/22 8:00,30,48,48,48,76,41,44,2,NNW,1,4,WNW,48,48,48,47,0,0,26,1.12,46,0,0,0,0,0.346,0,49
4/12/22 8:30,30.01,49,49,48,75,41,45,2,N,1,4,NNE,49,49,49,48,0,0,47,2.02,65,0,0,0,0,0.333,0,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44.32784431,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44.42921687,,,,,,,,,,,,,,,,,,,,,,,,,,,
